epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
70,1056.37,0.71494,0.88768,0.25087,0.27181,0.01634,4.13806,0.93301,1,0.97995,0.84588,0.93301,1,0.98973,0.87183,0.59818,0.73278,0.29052,0.27913,0.02689,0,0.0013169,0.0013169,0.0013169
71,1065.99,0.6423,0.93915,0.23004,0.27099,0.01443,4.07094,0.95505,0.97917,0.97788,0.82353,0.97559,1,0.99378,0.87032,0.67608,0.71821,0.24614,0.31515,0.03068,0,0.001307,0.001307,0.001307
72,1075.53,0.64494,0.91135,0.24803,0.25431,0.01502,4.16746,0.97678,1,0.97929,0.80929,0.97678,1,0.98541,0.89134,0.80276,0.71197,0.19348,0.25366,0.0366,0,0.0012971,0.0012971,0.0012971
73,1084.83,0.6326,0.85135,0.22834,0.22111,0.01476,3.87516,0.97185,0.97917,0.98295,0.83719,0.97185,0.97917,0.98732,0.88961,0.68058,0.67367,0.22372,0.3246,0.03056,0,0.0012872,0.0012872,0.0012872
74,1094.74,0.61916,0.95283,0.2181,0.25194,0.01456,4.16969,0.97587,1,0.98582,0.85125,0.97587,1,0.98786,0.90784,0.69217,0.6467,0.2318,0.29537,0.03061,0,0.0012773,0.0012773,0.0012773
75,1104.31,0.61522,0.95439,0.22309,0.26003,0.01432,4.02233,0.93908,1,0.98464,0.847,0.93908,1,0.98681,0.89765,0.65831,0.66131,0.21949,0.25094,0.02995,0,0.0012674,0.0012674,0.0012674
76,1113.96,0.63384,0.91159,0.22279,0.23851,0.01467,3.83615,0.97866,0.95545,0.9803,0.80356,0.97866,0.95545,0.98647,0.86516,0.83964,0.71211,0.19928,0.29729,0.03938,0,0.0012575,0.0012575,0.0012575
77,1123.24,0.67966,0.94816,0.23232,0.27482,0.01674,4.10815,0.97804,1,0.98194,0.80967,0.97804,1,0.98745,0.88187,0.76798,0.70153,0.20319,0.24094,0.03419,0,0.0012476,0.0012476,0.0012476
78,1132.2,0.64225,0.88138,0.22474,0.23344,0.01469,3.9832,0.97764,0.97917,0.98346,0.84393,0.97764,0.97917,0.98825,0.8991,0.63031,0.68181,0.21826,0.22659,0.02832,0,0.0012377,0.0012377,0.0012377
79,1141.28,0.57143,0.84494,0.2303,0.2214,0.01329,3.70869,0.91745,1,0.98065,0.81452,0.91745,1,0.98392,0.90553,0.77653,0.65853,0.19604,0.29066,0.03544,0,0.0012278,0.0012278,0.0012278
80,1151.06,0.62444,0.81711,0.21246,0.23618,0.01432,3.81512,0.97631,1,0.98663,0.84489,0.97631,1,0.98194,0.8989,0.73093,0.66589,0.25142,0.23181,0.03292,0,0.0012179,0.0012179,0.0012179
81,1160.91,0.62263,0.7611,0.22553,0.22098,0.01467,3.78129,0.97959,0.99974,0.97888,0.80773,0.97959,0.99974,0.98745,0.88906,0.76522,0.68479,0.20024,0.24068,0.03472,0,0.001208,0.001208,0.001208
82,1170.58,0.67046,0.83348,0.22375,0.24943,0.01529,3.65782,0.97445,1,0.99378,0.88571,0.97445,1,0.97888,0.85748,0.57412,0.75226,0.22709,0.20864,0.02549,0,0.0011981,0.0011981,0.0011981
83,1180.12,0.61402,0.85931,0.21705,0.23666,0.01368,3.69301,0.97655,1,0.97847,0.88037,0.97655,1,0.98541,0.87706,0.52711,0.71022,0.20208,0.20156,0.02335,0,0.0011882,0.0011882,0.0011882
84,1189.43,0.59436,0.86985,0.22499,0.20725,0.01357,3.87025,0.97299,1,0.97724,0.83198,0.97299,1,0.98541,0.87402,0.70364,0.71054,0.20001,0.26357,0.03212,0,0.0011783,0.0011783,0.0011783
85,1198.86,0.58802,0.87476,0.21806,0.22706,0.01361,4.11561,0.97832,1,0.9752,0.83182,0.97832,1,0.99418,0.89138,0.69114,0.70892,0.21122,0.21941,0.03163,0,0.0011684,0.0011684,0.0011684
